country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.616,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.616,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.616,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.616,0,3692,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.616,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.616,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.616,0,499,0
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.616,0,3106,0
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.616,0,78,0
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.616,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.616,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.616,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.616,0,770,0
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.616,0,1,0
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.616,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.616,0,610,0
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.616,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.616,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.616,0,1240,0
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.616,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.616,0,337,0
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.616,0,547,0
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.616,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.616,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.616,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.616,0,1677,0
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.616,0,1438,0
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.617,0,108,0
Austria,AT,2021-22,TESSy,2256,1777,78.8,Yes,B.1.617,1,1777,0.1
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.617,0,1118,0
Belgium,BE,2021-22,TESSy,9117,1197,13.1,Yes,B.1.617,,1197,
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.617,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.617,0,187,0
Croatia,HR,2021-22,TESSy,1427,267,18.7,Yes,B.1.617,,267,
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.617,0,0,
Cyprus,CY,2021-22,TESSy,398,7,1.8,Yes,B.1.617,,7,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.617,0,188,0
Czechia,CZ,2021-22,TESSy,2339,188,8,Yes,B.1.617,,188,
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.617,0,3692,0
Denmark,DK,2021-22,TESSy,5721,4480,78.3,Yes,B.1.617,,4480,
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.617,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.617,0,144,0
Finland,FI,2021-22,TESSy,794,212,26.7,Yes,B.1.617,,212,
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.617,0,499,0
France,FR,2021-22,TESSy,46640,1312,2.8,Yes,B.1.617,,1074,
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.617,0,3106,0
Germany,DE,2021-22,TESSy,20358,2271,11.2,Yes,B.1.617,,2271,
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.617,0,78,0
Greece,EL,2021-22,TESSy,8067,1240,15.4,Yes,B.1.617,,1240,
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.617,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.617,0,20,0
Iceland,IS,2021-22,TESSy,26,42,100,Yes,B.1.617,,42,
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.617,0,612,0
Ireland,IE,2021-22,TESSy,2752,587,21.3,Yes,B.1.617,,587,
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.617,0,770,0
Italy,IT,2021-22,TESSy,16425,798,4.9,Yes,B.1.617,,798,
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.617,0,1,0
Latvia,LV,2021-22,TESSy,1714,357,20.8,Yes,B.1.617,,300,
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.617,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.617,0,610,0
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.617,0,135,0
Luxembourg,LU,2021-22,TESSy,293,126,43,Yes,B.1.617,,126,
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.617,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.617,0,1240,0
Netherlands,NL,2021-22,TESSy,15901,1272,8,Yes,B.1.617,,1272,
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.617,0,630,0
Norway,NO,2021-22,TESSy,2037,1378,67.6,Yes,B.1.617,,1378,
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.617,0,337,0
Poland,PL,2021-22,TESSy,3045,245,8,Yes,B.1.617,,245,
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.617,0,547,0
Portugal,PT,2021-22,TESSy,3941,547,13.9,Yes,B.1.617,,547,
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.617,0,61,0
Romania,RO,2021-22,TESSy,1215,221,18.2,Yes,B.1.617,,218,
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.617,0,291,0
Slovakia,SK,2021-22,TESSy,1510,214,14.2,Yes,B.1.617,,214,
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.617,0,351,0
Slovenia,SI,2021-22,TESSy,1536,348,22.7,Yes,B.1.617,,348,
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.617,0,1677,0
Spain,ES,2021-22,TESSy,29133,1980,6.8,Yes,B.1.617,,1918,
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.617,0,1438,0
Sweden,SE,2021-22,TESSy,9094,2041,22.4,Yes,B.1.617,,2041,
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.617.1,0,108,0
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.617.1,0,1118,0
Belgium,BE,2021-22,TESSy,9117,1197,13.1,Yes,B.1.617.1,1,1197,0.1
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.617.1,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.617.1,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.617.1,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.617.1,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.617.1,1,3692,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.617.1,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.617.1,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.617.1,1,499,0.2
France,FR,2021-22,TESSy,46640,1312,2.8,Yes,B.1.617.1,1,1074,0.1
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.617.1,0,3106,0
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.617.1,0,78,0
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.617.1,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.617.1,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.617.1,7,612,1.1
Ireland,IE,2021-22,TESSy,2752,587,21.3,Yes,B.1.617.1,5,587,0.9
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.617.1,6,770,0.8
Italy,IT,2021-22,TESSy,16425,798,4.9,Yes,B.1.617.1,2,798,0.3
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.617.1,0,1,0
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.617.1,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.617.1,0,610,0
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.617.1,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.617.1,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.617.1,1,1240,0.1
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.617.1,0,630,0
Norway,NO,2021-22,TESSy,2037,1378,67.6,Yes,B.1.617.1,1,1378,0.1
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.617.1,0,337,0
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.617.1,0,547,0
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.617.1,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.617.1,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.617.1,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.617.1,0,1677,0
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.617.1,0,1438,0
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.617.2,35,108,32.4
Austria,AT,2021-22,TESSy,2256,1777,78.8,Yes,B.1.617.2,64,1777,3.6
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.617.2,112,1118,10
Belgium,BE,2021-22,TESSy,9117,1197,13.1,Yes,B.1.617.2,114,1197,9.5
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.617.2,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.617.2,35,187,18.7
Croatia,HR,2021-22,TESSy,1427,267,18.7,Yes,B.1.617.2,11,267,4.1
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.617.2,0,0,
Cyprus,CY,2021-22,TESSy,398,7,1.8,Yes,B.1.617.2,2,7,28.6
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.617.2,34,188,18.1
Czechia,CZ,2021-22,TESSy,2339,188,8,Yes,B.1.617.2,34,188,18.1
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.617.2,31,3692,0.8
Denmark,DK,2021-22,TESSy,5721,4480,78.3,Yes,B.1.617.2,31,4480,0.7
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.617.2,0,79,0
Estonia,EE,2021-22,TESSy,612,490,80.1,Yes,B.1.617.2,3,490,0.6
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.617.2,51,144,35.4
Finland,FI,2021-22,TESSy,794,212,26.7,Yes,B.1.617.2,79,212,37.3
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.617.2,80,499,16
France,FR,2021-22,TESSy,46640,1312,2.8,Yes,B.1.617.2,93,1074,8.7
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.617.2,305,3106,9.8
Germany,DE,2021-22,TESSy,20358,2271,11.2,Yes,B.1.617.2,182,2271,8
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.617.2,0,78,0
Greece,EL,2021-22,TESSy,8067,1240,15.4,Yes,B.1.617.2,11,1240,0.9
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.617.2,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.617.2,3,20,15
Iceland,IS,2021-22,TESSy,26,42,100,Yes,B.1.617.2,3,42,7.1
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.617.2,50,612,8.2
Ireland,IE,2021-22,TESSy,2752,587,21.3,Yes,B.1.617.2,41,587,7
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.617.2,82,770,10.6
Italy,IT,2021-22,TESSy,16425,798,4.9,Yes,B.1.617.2,104,798,13
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.617.2,0,1,0
Latvia,LV,2021-22,TESSy,1714,357,20.8,Yes,B.1.617.2,3,300,1
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.617.2,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.617.2,6,610,1
Lithuania,LT,2021-22,TESSy,1983,2669,100,Yes,B.1.617.2,8,2669,0.3
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.617.2,49,135,36.3
Luxembourg,LU,2021-22,TESSy,293,126,43,Yes,B.1.617.2,42,126,33.3
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.617.2,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.617.2,72,1240,5.8
Netherlands,NL,2021-22,TESSy,15901,1272,8,Yes,B.1.617.2,48,1272,3.8
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.617.2,15,630,2.4
Norway,NO,2021-22,TESSy,2037,1378,67.6,Yes,B.1.617.2,20,1378,1.5
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.617.2,6,337,1.8
Poland,PL,2021-22,TESSy,3045,245,8,Yes,B.1.617.2,5,245,2
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.617.2,258,547,47.2
Portugal,PT,2021-22,TESSy,3941,547,13.9,Yes,B.1.617.2,258,547,47.2
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.617.2,11,61,18
Romania,RO,2021-22,TESSy,1215,221,18.2,Yes,B.1.617.2,4,218,1.8
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.617.2,4,291,1.4
Slovakia,SK,2021-22,TESSy,1510,214,14.2,Yes,B.1.617.2,4,214,1.9
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.617.2,6,351,1.7
Slovenia,SI,2021-22,TESSy,1536,348,22.7,Yes,B.1.617.2,4,348,1.1
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.617.2,190,1677,11.3
Spain,ES,2021-22,TESSy,29133,1980,6.8,Yes,B.1.617.2,134,1918,7
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.617.2,209,1438,14.5
Sweden,SE,2021-22,TESSy,9094,2041,22.4,Yes,B.1.617.2,247,2041,12.1
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.617.3,0,108,0
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.617.3,0,1118,0
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.617.3,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.617.3,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.617.3,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.617.3,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.617.3,0,3692,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.617.3,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.617.3,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.617.3,0,499,0
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.617.3,0,3106,0
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.617.3,0,78,0
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.617.3,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.617.3,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.617.3,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.617.3,0,770,0
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.617.3,0,1,0
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.617.3,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.617.3,0,610,0
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.617.3,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.617.3,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.617.3,0,1240,0
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.617.3,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.617.3,0,337,0
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.617.3,0,547,0
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.617.3,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.617.3,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.617.3,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.617.3,0,1677,0
Spain,ES,2021-22,TESSy,29133,1980,6.8,Yes,B.1.617.3,1,1918,0.1
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.617.3,0,1438,0
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.620,0,108,0
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.620,3,1118,0.3
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.620,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.620,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.620,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.620,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.620,0,3692,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.620,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.620,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.620,3,499,0.6
France,FR,2021-22,TESSy,46640,1312,2.8,Yes,B.1.620,5,1074,0.5
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.620,2,3106,0.1
Germany,DE,2021-22,TESSy,20358,2271,11.2,Yes,B.1.620,1,2271,0
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.620,0,78,0
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.620,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.620,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.620,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.620,0,770,0
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.620,0,1,0
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.620,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.620,37,610,6.1
Lithuania,LT,2021-22,TESSy,1983,2669,100,Yes,B.1.620,41,2669,1.5
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.620,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.620,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.620,0,1240,0
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.620,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.620,0,337,0
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.620,0,547,0
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.620,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.620,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.620,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.620,0,1677,0
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.620,0,1438,0
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.621,1,108,0.9
Austria,AT,2021-22,TESSy,2256,1777,78.8,Yes,B.1.621,1,1777,0.1
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.621,1,1118,0.1
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.621,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.621,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.621,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.621,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.621,0,3692,0
Denmark,DK,2021-22,TESSy,5721,4480,78.3,Yes,B.1.621,13,4480,0.3
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.621,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.621,1,144,0.7
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.621,0,499,0
France,FR,2021-22,TESSy,46640,1312,2.8,Yes,B.1.621,2,1074,0.2
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.621,3,3106,0.1
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.621,0,78,0
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.621,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.621,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.621,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.621,2,770,0.3
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.621,0,1,0
Latvia,LV,2021-22,TESSy,1714,357,20.8,Yes,B.1.621,1,300,0.3
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.621,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.621,0,610,0
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.621,1,135,0.7
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.621,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.621,6,1240,0.5
Netherlands,NL,2021-22,TESSy,15901,1272,8,Yes,B.1.621,4,1272,0.3
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.621,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.621,2,337,0.6
Poland,PL,2021-22,TESSy,3045,245,8,Yes,B.1.621,2,245,0.8
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.621,6,547,1.1
Portugal,PT,2021-22,TESSy,3941,547,13.9,Yes,B.1.621,6,547,1.1
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.621,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.621,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.621,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.621,89,1677,5.3
Spain,ES,2021-22,TESSy,29133,1980,6.8,Yes,B.1.621,99,1918,5.2
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.621,0,1438,0
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,C.1.2,0,108,0
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,C.1.2,0,1118,0
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,C.1.2,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,C.1.2,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,C.1.2,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,C.1.2,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,C.1.2,0,3692,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,C.1.2,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,C.1.2,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,C.1.2,0,499,0
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,C.1.2,0,3106,0
Greece,EL,2021-22,GISAID,8067,78,1,Yes,C.1.2,0,78,0
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,C.1.2,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,C.1.2,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,C.1.2,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,C.1.2,1,770,0.1
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,C.1.2,0,1,0
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,C.1.2,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,C.1.2,0,610,0
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,C.1.2,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,C.1.2,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,C.1.2,0,1240,0
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,C.1.2,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,C.1.2,0,337,0
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,C.1.2,0,547,0
Romania,RO,2021-22,GISAID,1215,61,5,Yes,C.1.2,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,C.1.2,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,C.1.2,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,C.1.2,0,1677,0
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,C.1.2,0,1438,0
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,C.37,0,108,0
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,C.37,0,1118,0
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,C.37,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,C.37,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,C.37,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,C.37,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,C.37,0,3692,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,C.37,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,C.37,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,C.37,4,499,0.8
France,FR,2021-22,TESSy,46640,1312,2.8,Yes,C.37,5,1074,0.5
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,C.37,12,3106,0.4
Germany,DE,2021-22,TESSy,20358,2271,11.2,Yes,C.37,9,2271,0.4
Greece,EL,2021-22,GISAID,8067,78,1,Yes,C.37,0,78,0
