country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Luxembourg,LU,2021-21,GISAID,282,176,62.4,Yes,P.3,0,175,0
Malta,MT,2021-21,GISAID,34,8,23.5,Yes,P.3,0,8,0
Netherlands,NL,2021-21,GISAID,21131,1374,6.5,Yes,P.3,0,1374,0
Norway,NO,2021-21,GISAID,2408,602,25,Yes,P.3,0,602,0
Poland,PL,2021-21,GISAID,6102,648,10.6,Yes,P.3,0,647,0
Portugal,PT,2021-21,GISAID,3628,52,1.4,Yes,P.3,0,52,0
Romania,RO,2021-21,GISAID,1964,82,4.2,Yes,P.3,0,82,0
Slovakia,SK,2021-21,GISAID,2012,298,14.8,Yes,P.3,0,298,0
Slovenia,SI,2021-21,GISAID,1869,324,17.3,Yes,P.3,0,324,0
Spain,ES,2021-21,GISAID,30870,1285,4.2,Yes,P.3,0,1267,0
Sweden,SE,2021-21,GISAID,7974,2018,25.3,Yes,P.3,0,2018,0
Austria,AT,2021-21,GISAID,3147,639,20.3,Yes,UNK,500,,
Belgium,BE,2021-21,GISAID,12230,1241,10.1,Yes,UNK,2,,
Bulgaria,BG,2021-21,GISAID,1628,20,1.2,Yes,UNK,0,,
Croatia,HR,2021-21,GISAID,2121,152,7.2,Yes,UNK,0,,
Cyprus,CY,2021-21,GISAID,518,0,0,Yes,UNK,0,,
Czechia,CZ,2021-21,GISAID,3190,117,3.7,Yes,UNK,0,,
Denmark,DK,2021-21,GISAID,6814,4560,66.9,Yes,UNK,1,,
Estonia,EE,2021-21,GISAID,875,0,0,Yes,UNK,0,,
Finland,FI,2021-21,GISAID,906,242,26.7,Yes,UNK,23,,
France,FR,2021-21,GISAID,62447,1839,2.9,Yes,UNK,34,,
France,FR,2021-21,TESSy,62447,3146,5,Yes,UNK,370,,
Germany,DE,2021-21,GISAID,29486,4349,14.7,Yes,UNK,5,,
Greece,EL,2021-21,GISAID,11497,157,1.4,Yes,UNK,0,,
Hungary,HU,2021-21,GISAID,2192,0,0,Yes,UNK,0,,
Iceland,IS,2021-21,GISAID,30,24,80,Yes,UNK,0,,
Ireland,IE,2021-21,GISAID,2763,1055,38.2,Yes,UNK,0,,
Italy,IT,2021-21,GISAID,23820,840,3.5,Yes,UNK,33,,
Latvia,LV,2021-21,GISAID,2153,188,8.7,Yes,UNK,2,,
Liechtenstein,LI,2021-21,GISAID,10,0,0,Yes,UNK,0,,
Lithuania,LT,2021-21,GISAID,3094,706,22.8,Yes,UNK,4,,
Luxembourg,LU,2021-21,GISAID,282,176,62.4,Yes,UNK,1,,
Malta,MT,2021-21,GISAID,34,8,23.5,Yes,UNK,0,,
Netherlands,NL,2021-21,GISAID,21131,1374,6.5,Yes,UNK,0,,
Norway,NO,2021-21,GISAID,2408,602,25,Yes,UNK,0,,
Poland,PL,2021-21,GISAID,6102,648,10.6,Yes,UNK,1,,
Portugal,PT,2021-21,GISAID,3628,52,1.4,Yes,UNK,0,,
Romania,RO,2021-21,GISAID,1964,82,4.2,Yes,UNK,0,,
Slovakia,SK,2021-21,GISAID,2012,298,14.8,Yes,UNK,0,,
Slovenia,SI,2021-21,GISAID,1869,324,17.3,Yes,UNK,0,,
Spain,ES,2021-21,GISAID,30870,1285,4.2,Yes,UNK,18,,
Spain,ES,2021-21,TESSy,30870,1833,5.9,Yes,UNK,85,,
Sweden,SE,2021-21,GISAID,7974,2018,25.3,Yes,UNK,0,,
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,AT.1,2,108,1.9
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,AT.1,0,1118,0
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,AT.1,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,AT.1,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,AT.1,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,AT.1,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,AT.1,0,3692,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,AT.1,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,AT.1,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,AT.1,0,499,0
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,AT.1,0,3106,0
Greece,EL,2021-22,GISAID,8067,78,1,Yes,AT.1,0,78,0
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,AT.1,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,AT.1,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,AT.1,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,AT.1,0,770,0
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,AT.1,0,1,0
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,AT.1,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,AT.1,2,610,0.3
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,AT.1,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,AT.1,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,AT.1,0,1240,0
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,AT.1,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,AT.1,0,337,0
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,AT.1,0,547,0
Romania,RO,2021-22,GISAID,1215,61,5,Yes,AT.1,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,AT.1,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,AT.1,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,AT.1,0,1677,0
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,AT.1,0,1438,0
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.1.7,49,108,45.4
Austria,AT,2021-22,TESSy,2256,1777,78.8,Yes,B.1.1.7,1595,1777,89.8
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.1.7,842,1118,75.3
Belgium,BE,2021-22,TESSy,9117,1197,13.1,Yes,B.1.1.7,917,1197,76.6
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.1.7,50,52,96.2
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.1.7,152,187,81.3
Croatia,HR,2021-22,TESSy,1427,267,18.7,Yes,B.1.1.7,255,267,95.5
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.1.7,0,0,
Cyprus,CY,2021-22,TESSy,398,7,1.8,Yes,B.1.1.7,5,7,71.4
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.1.7,143,188,76.1
Czechia,CZ,2021-22,TESSy,2339,188,8,Yes,B.1.1.7,144,188,76.6
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.1.7,3650,3692,98.9
Denmark,DK,2021-22,TESSy,5721,4480,78.3,Yes,B.1.1.7,4394,4480,98.1
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.1.7,79,79,100
Estonia,EE,2021-22,TESSy,612,490,80.1,Yes,B.1.1.7,472,490,96.3
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.1.7,80,144,55.6
Finland,FI,2021-22,TESSy,794,212,26.7,Yes,B.1.1.7,125,212,59
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.1.7,317,499,63.5
France,FR,2021-22,TESSy,46640,1312,2.8,Yes,B.1.1.7,619,1074,57.6
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.1.7,2595,3106,83.5
Germany,DE,2021-22,TESSy,20358,2271,11.2,Yes,B.1.1.7,1990,2271,87.6
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.1.7,10,78,12.8
Greece,EL,2021-22,TESSy,8067,1240,15.4,Yes,B.1.1.7,821,1240,66.2
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.1.7,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.1.7,17,20,85
Iceland,IS,2021-22,TESSy,26,42,100,Yes,B.1.1.7,38,42,90.5
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.1.7,526,612,85.9
Ireland,IE,2021-22,TESSy,2752,587,21.3,Yes,B.1.1.7,526,587,89.6
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.1.7,530,770,68.8
Italy,IT,2021-22,TESSy,16425,798,4.9,Yes,B.1.1.7,507,798,63.5
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.1.7,1,1,100
Latvia,LV,2021-22,TESSy,1714,357,20.8,Yes,B.1.1.7,282,300,94
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.1.7,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.1.7,554,610,90.8
Lithuania,LT,2021-22,TESSy,1983,2669,100,Yes,B.1.1.7,1180,2669,44.2
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.1.7,71,135,52.6
Luxembourg,LU,2021-22,TESSy,293,126,43,Yes,B.1.1.7,62,126,49.2
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.1.7,6,7,85.7
Malta,MT,2021-22,TESSy,29,13,44.8,Yes,B.1.1.7,11,13,84.6
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.1.7,1115,1240,89.9
Netherlands,NL,2021-22,TESSy,15901,1272,8,Yes,B.1.1.7,1166,1272,91.7
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.1.7,610,630,96.8
Norway,NO,2021-22,TESSy,2037,1378,67.6,Yes,B.1.1.7,1237,1378,89.8
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.1.7,314,337,93.2
Poland,PL,2021-22,TESSy,3045,245,8,Yes,B.1.1.7,230,245,93.9
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.1.7,259,547,47.3
Portugal,PT,2021-22,TESSy,3941,547,13.9,Yes,B.1.1.7,259,547,47.3
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.1.7,45,61,73.8
Romania,RO,2021-22,TESSy,1215,221,18.2,Yes,B.1.1.7,1,218,0.5
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.1.7,285,291,97.9
Slovakia,SK,2021-22,TESSy,1510,214,14.2,Yes,B.1.1.7,208,214,97.2
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.1.7,339,351,96.6
Slovenia,SI,2021-22,TESSy,1536,348,22.7,Yes,B.1.1.7,339,348,97.4
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.1.7,1219,1677,72.7
Spain,ES,2021-22,TESSy,29133,1980,6.8,Yes,B.1.1.7,1445,1918,75.3
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.1.7,1189,1438,82.7
Sweden,SE,2021-22,TESSy,9094,2041,22.4,Yes,B.1.1.7,1725,2041,84.5
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.1.7+E484K,0,108,0
Austria,AT,2021-22,TESSy,2256,1777,78.8,Yes,B.1.1.7+E484K,35,1777,2
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.1.7+E484K,0,1118,0
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.1.7+E484K,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.1.7+E484K,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.1.7+E484K,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.1.7+E484K,0,188,0
Czechia,CZ,2021-22,TESSy,2339,188,8,Yes,B.1.1.7+E484K,1,188,0.5
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.1.7+E484K,0,3692,0
Denmark,DK,2021-22,TESSy,5721,4480,78.3,Yes,B.1.1.7+E484K,29,4480,0.6
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.1.7+E484K,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.1.7+E484K,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.1.7+E484K,0,499,0
France,FR,2021-22,TESSy,46640,1312,2.8,Yes,B.1.1.7+E484K,37,1074,3.4
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.1.7+E484K,0,3106,0
Germany,DE,2021-22,TESSy,20358,2271,11.2,Yes,B.1.1.7+E484K,38,2271,1.7
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.1.7+E484K,0,78,0
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.1.7+E484K,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.1.7+E484K,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.1.7+E484K,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.1.7+E484K,0,770,0
Italy,IT,2021-22,TESSy,16425,798,4.9,Yes,B.1.1.7+E484K,7,798,0.9
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.1.7+E484K,0,1,0
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.1.7+E484K,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.1.7+E484K,0,610,0
Lithuania,LT,2021-22,TESSy,1983,2669,100,Yes,B.1.1.7+E484K,2,2669,0.1
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.1.7+E484K,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.1.7+E484K,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.1.7+E484K,0,1240,0
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.1.7+E484K,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.1.7+E484K,0,337,0
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.1.7+E484K,0,547,0
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.1.7+E484K,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.1.7+E484K,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.1.7+E484K,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.1.7+E484K,0,1677,0
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.1.7+E484K,0,1438,0
Sweden,SE,2021-22,TESSy,9094,2041,22.4,Yes,B.1.1.7+E484K,23,2041,1.1
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.351,2,108,1.9
Austria,AT,2021-22,TESSy,2256,1777,78.8,Yes,B.1.351,5,1777,0.3
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.351,11,1118,1
Belgium,BE,2021-22,TESSy,9117,1197,13.1,Yes,B.1.351,14,1197,1.2
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.351,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.351,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.351,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.351,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.351,1,3692,0
Denmark,DK,2021-22,TESSy,5721,4480,78.3,Yes,B.1.351,1,4480,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.351,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.351,1,144,0.7
Finland,FI,2021-22,TESSy,794,212,26.7,Yes,B.1.351,2,212,0.9
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.351,44,499,8.8
France,FR,2021-22,TESSy,46640,1312,2.8,Yes,B.1.351,207,1074,19.3
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.351,26,3106,0.8
Germany,DE,2021-22,TESSy,20358,2271,11.2,Yes,B.1.351,11,2271,0.5
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.351,0,78,0
Greece,EL,2021-22,TESSy,8067,1240,15.4,Yes,B.1.351,8,1240,0.6
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.351,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.351,0,20,0
Iceland,IS,2021-22,TESSy,26,42,100,Yes,B.1.351,1,42,2.4
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.351,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.351,2,770,0.3
Italy,IT,2021-22,TESSy,16425,798,4.9,Yes,B.1.351,6,798,0.8
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.351,0,1,0
Latvia,LV,2021-22,TESSy,1714,357,20.8,Yes,B.1.351,1,300,0.3
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.351,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.351,0,610,0
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.351,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.351,1,7,14.3
Malta,MT,2021-22,TESSy,29,13,44.8,Yes,B.1.351,1,13,7.7
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.351,0,1240,0
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.351,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.351,2,337,0.6
Poland,PL,2021-22,TESSy,3045,245,8,Yes,B.1.351,2,245,0.8
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.351,1,547,0.2
Portugal,PT,2021-22,TESSy,3941,547,13.9,Yes,B.1.351,1,547,0.2
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.351,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.351,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.351,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.351,10,1677,0.6
Spain,ES,2021-22,TESSy,29133,1980,6.8,Yes,B.1.351,30,1918,1.6
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.351,7,1438,0.5
Sweden,SE,2021-22,TESSy,9094,2041,22.4,Yes,B.1.351,15,2041,0.7
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.427/B.1.429,0,108,0
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.427/B.1.429,0,1118,0
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.427/B.1.429,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.427/B.1.429,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.427/B.1.429,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.427/B.1.429,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.427/B.1.429,0,3692,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.427/B.1.429,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.427/B.1.429,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.427/B.1.429,0,499,0
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.427/B.1.429,0,3106,0
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.427/B.1.429,0,78,0
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.427/B.1.429,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.427/B.1.429,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.427/B.1.429,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.427/B.1.429,0,770,0
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.427/B.1.429,0,1,0
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.427/B.1.429,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.427/B.1.429,0,610,0
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.427/B.1.429,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.427/B.1.429,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.427/B.1.429,0,1240,0
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.427/B.1.429,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.427/B.1.429,0,337,0
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.427/B.1.429,0,547,0
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.427/B.1.429,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.427/B.1.429,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.427/B.1.429,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.427/B.1.429,1,1677,0.1
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.427/B.1.429,0,1438,0
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.525,0,108,0
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.525,0,1118,0
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.525,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.525,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.525,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.525,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.525,0,3692,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.525,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.525,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.525,9,499,1.8
France,FR,2021-22,TESSy,46640,1312,2.8,Yes,B.1.525,12,1074,1.1
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.525,15,3106,0.5
Germany,DE,2021-22,TESSy,20358,2271,11.2,Yes,B.1.525,17,2271,0.7
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.525,0,78,0
Greece,EL,2021-22,TESSy,8067,1240,15.4,Yes,B.1.525,1,1240,0.1
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.525,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.525,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.525,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.525,4,770,0.5
Italy,IT,2021-22,TESSy,16425,798,4.9,Yes,B.1.525,5,798,0.6
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.525,0,1,0
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.525,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.525,0,610,0
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.525,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.525,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.525,1,1240,0.1
Netherlands,NL,2021-22,TESSy,15901,1272,8,Yes,B.1.525,1,1272,0.1
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.525,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.525,0,337,0
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.525,3,547,0.5
Portugal,PT,2021-22,TESSy,3941,547,13.9,Yes,B.1.525,3,547,0.5
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.525,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.525,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.525,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.525,7,1677,0.4
Spain,ES,2021-22,TESSy,29133,1980,6.8,Yes,B.1.525,4,1918,0.2
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.525,0,1438,0
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.526,0,108,0
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.526,0,1118,0
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.526,0,52,0
Croatia,HR,2021-22,GISAID,1427,188,13.2,Yes,B.1.526,0,187,0
Cyprus,CY,2021-22,GISAID,398,0,0,Yes,B.1.526,0,0,
Czechia,CZ,2021-22,GISAID,2339,188,8,Yes,B.1.526,0,188,0
Denmark,DK,2021-22,GISAID,5721,3693,64.6,Yes,B.1.526,0,3692,0
Estonia,EE,2021-22,GISAID,612,79,12.9,Yes,B.1.526,0,79,0
Finland,FI,2021-22,GISAID,794,172,21.7,Yes,B.1.526,0,144,0
France,FR,2021-22,GISAID,46640,547,1.2,Yes,B.1.526,0,499,0
Germany,DE,2021-22,GISAID,20358,3113,15.3,Yes,B.1.526,2,3106,0.1
Greece,EL,2021-22,GISAID,8067,78,1,Yes,B.1.526,0,78,0
Hungary,HU,2021-22,GISAID,1551,0,0,Yes,B.1.526,0,0,
Iceland,IS,2021-22,GISAID,26,30,100,Yes,B.1.526,0,20,0
Ireland,IE,2021-22,GISAID,2752,613,22.3,Yes,B.1.526,0,612,0
Italy,IT,2021-22,GISAID,16425,808,4.9,Yes,B.1.526,0,770,0
Latvia,LV,2021-22,GISAID,1714,1,0.1,Yes,B.1.526,0,1,0
Liechtenstein,LI,2021-22,GISAID,10,0,0,Yes,B.1.526,0,0,
Lithuania,LT,2021-22,GISAID,1983,610,30.8,Yes,B.1.526,0,610,0
Luxembourg,LU,2021-22,GISAID,293,135,46.1,Yes,B.1.526,0,135,0
Malta,MT,2021-22,GISAID,29,8,27.6,Yes,B.1.526,0,7,0
Netherlands,NL,2021-22,GISAID,15901,1243,7.8,Yes,B.1.526,0,1240,0
Norway,NO,2021-22,GISAID,2037,630,30.9,Yes,B.1.526,0,630,0
Poland,PL,2021-22,GISAID,3045,339,11.1,Yes,B.1.526,0,337,0
Portugal,PT,2021-22,GISAID,3941,547,13.9,Yes,B.1.526,0,547,0
Romania,RO,2021-22,GISAID,1215,61,5,Yes,B.1.526,0,61,0
Slovakia,SK,2021-22,GISAID,1510,291,19.3,Yes,B.1.526,0,291,0
Slovenia,SI,2021-22,GISAID,1536,351,22.9,Yes,B.1.526,0,351,0
Spain,ES,2021-22,GISAID,29133,1703,5.8,Yes,B.1.526,8,1677,0.5
Sweden,SE,2021-22,GISAID,9094,1439,15.8,Yes,B.1.526,0,1438,0
Austria,AT,2021-22,GISAID,2256,510,22.6,Yes,B.1.616,0,108,0
Belgium,BE,2021-22,GISAID,9117,1128,12.4,Yes,B.1.616,0,1118,0
Bulgaria,BG,2021-22,GISAID,1199,52,4.3,Yes,B.1.616,0,52,0
